TYPE,IDENTIFIER,GRAMMAR_PATTERN,POSITION,NORMALIZED_POSITION,CONTEXT,WORD,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE
queue,key Events Copy,NM NM N,1,1,3,Events,NM,{'openFrameworks.srcml.xml_identifiers'},651
map,kinects Copy,NM N,0,0,3,kinects,NM,{'openFrameworks.srcml.xml_identifiers'},652
gchar,label casefold,NM N,0,0,3,label,NM,{'gimp.srcml.xml_identifiers'},653
bool,last Token Was Delete Or Default,NM N V N CJ N,0,0,3,last,NM,{'kdevelop.srcml.xml_identifiers'},654
vector,layer sizes,NM NPL,0,0,3,layer,NM,{'opencv.srcml.xml_identifiers'},655
int,left Sisters Buffer,NM NM N,0,0,3,left,NM,{'corenlp.srcml.xml_identifiers'},656
int,left Sisters Buffer,NM NM N,1,1,3,Sisters,NM,{'corenlp.srcml.xml_identifiers'},656
unsigned,lhs Component,NM N,0,0,3,lhs,NM,{'swift.srcml.xml_identifiers'},657
double,line 1 grad,NM D N,0,0,3,line,NM,{'gimp.srcml.xml_identifiers'},658
int,line Y,NM N,0,0,3,line,NM,{'calligra.srcml.xml_identifiers'},659
QUrl,link URL,NM N,0,0,3,link,NM,{'calligra.srcml.xml_identifiers'},660
int,loaded mentions count,NM NM N,0,0,3,loaded,NM,{'Telegram.srcml.xml_identifiers'},661
int,loaded mentions count,NM NM N,1,1,3,mentions,NM,{'Telegram.srcml.xml_identifiers'},661
String[],logger Name Parts,NM NM NPL,0,0,3,logger,NM,{'jenkins.srcml.xml_identifiers'},662
String[],logger Name Parts,NM NM NPL,1,1,3,Name,NM,{'jenkins.srcml.xml_identifiers'},662
int,lower tail,NM N,0,0,3,lower,NM,{'calligra.srcml.xml_identifiers'},663
vector,mapped labels,NM NPL,0,0,3,mapped,NM,{'opencv.srcml.xml_identifiers'},664
long,max Age Seconds Long,NM NM NPL NM,0,0,3,max,NM,{'okhttp.srcml.xml_identifiers'},665
long,max Age Seconds Long,NM NM NPL NM,1,1,3,Age,NM,{'okhttp.srcml.xml_identifiers'},665
long,max Age Seconds Long,NM NM NPL NM,3,2,3,Long,NM,{'okhttp.srcml.xml_identifiers'},665
sharedptr,max basket,NM N,0,0,3,max,NM,{'QuantLib.srcml.xml_identifiers'},666
sizet,max input size,NM NM N,0,0,3,max,NM,{'grpc.srcml.xml_identifiers'},667
sizet,max input size,NM NM N,1,1,3,input,NM,{'grpc.srcml.xml_identifiers'},667
uint,melanin ofs,NM N,0,0,3,melanin,NM,{'blender.srcml.xml_identifiers'},668
String,merged Type,NM N,0,0,3,merged,NM,{'elasticsearch.srcml.xml_identifiers'},669
Class,method Handles,NM NPL,0,0,3,method,NM,{'mockito.srcml.xml_identifiers'},670
auto,method index,NM N,0,0,3,method,NM,{'grpc.srcml.xml_identifiers'},671
TransducerGraph,minimized Random FA,NM NM N,0,0,3,minimized,NM,{'corenlp.srcml.xml_identifiers'},672
TransducerGraph,minimized Random FA,NM NM N,1,1,3,Random,NM,{'corenlp.srcml.xml_identifiers'},672
Set,missing Classes,NM NPL,0,0,3,missing,NM,{'elasticsearch.srcml.xml_identifiers'},673
Method,mock Method,NM N,0,0,3,mock,NM,{'mockito.srcml.xml_identifiers'},674
ModificationInterface,mod Iface,NM N,0,0,3,mod,NM,{'kdevelop.srcml.xml_identifiers'},675
MediaHandler,movie Media Handler,NM NM N,0,0,3,movie,NM,{'openFrameworks.srcml.xml_identifiers'},676
MediaHandler,movie Media Handler,NM NM N,1,1,3,Media,NM,{'openFrameworks.srcml.xml_identifiers'},676
ThreadMXBean,mx Bean,NM N,0,0,3,mx,NM,{'junit4.srcml.xml_identifiers'},677
int nrepeats,n repeats,NM NPL,0,0,3,n,NM,{'opencv.srcml.xml_identifiers'},678
int,nbr gaps,NM NPL,0,0,3,nbr,NM,{'blender.srcml.xml_identifiers'},679
int,nd Formula,NM N,0,0,3,nd,NM,{'calligra.srcml.xml_identifiers'},680
int,nearest point,NM N,0,0,3,nearest,NM,{'blender.srcml.xml_identifiers'},681
guint,neighbor pos,NM N,0,0,3,neighbor,NM,{'gimp.srcml.xml_identifiers'},683
Object,network Security Policy,NM NM N,0,0,3,network,NM,{'okhttp.srcml.xml_identifiers'},684
Object,network Security Policy,NM NM N,1,1,3,Security,NM,{'okhttp.srcml.xml_identifiers'},684
gint,new image height,NM NM N,0,0,3,new,NM,{'gimp.srcml.xml_identifiers'},685
gint,new image height,NM NM N,1,1,3,image,NM,{'gimp.srcml.xml_identifiers'},685
int,new order,NM N,0,0,3,new,NM,{'blender.srcml.xml_identifiers'},686
String,new Rule Text,NM NM N,0,0,3,new,NM,{'antlr4.srcml.xml_identifiers'},687
String,new Rule Text,NM NM N,1,1,3,Rule,NM,{'antlr4.srcml.xml_identifiers'},687
SILType,new Sil Type,NM NM N,0,0,3,new,NM,{'swift.srcml.xml_identifiers'},688
SILType,new Sil Type,NM NM N,1,1,3,Sil,NM,{'swift.srcml.xml_identifiers'},688
long,new Warning Header Size,NM NM NM N,0,0,3,new,NM,{'elasticsearch.srcml.xml_identifiers'},689
long,new Warning Header Size,NM NM NM N,1,1,3,Warning,NM,{'elasticsearch.srcml.xml_identifiers'},689
long,new Warning Header Size,NM NM NM N,2,1,3,Header,NM,{'elasticsearch.srcml.xml_identifiers'},689
QRegularExpression,next Fragment Expression,NM NM N,0,0,3,next,NM,{'kdevelop.srcml.xml_identifiers'},690
QRegularExpression,next Fragment Expression,NM NM N,1,1,3,Fragment,NM,{'kdevelop.srcml.xml_identifiers'},690
byte[],next Search,NM N,0,0,3,next,NM,{'elasticsearch.srcml.xml_identifiers'},691
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,0,0,3,non,NM,{'antlr4.srcml.xml_identifiers'},693
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,1,1,3,Greedy,NM,{'antlr4.srcml.xml_identifiers'},693
JsonArrayBuilder,non Greedy States Builder,NM NM NM N,2,1,3,States,NM,{'antlr4.srcml.xml_identifiers'},693
sizet,num metadata,NM N,0,0,3,num,NM,{'grpc.srcml.xml_identifiers'},694
sizet,num primes,NM NPL,0,0,3,num,NM,{'Telegram.srcml.xml_identifiers'},695
int,num States,NM NPL,0,0,3,num,NM,{'corenlp.srcml.xml_identifiers'},696
int16t,num Vec Per Segment,NM N P N,0,0,3,num,NM,{'Telegram.srcml.xml_identifiers'},697
int,num Verts In A,NM NPL P N,0,0,3,num,NM,{'bullet3.srcml.xml_identifiers'},698
QString,numbering Path,NM N,0,0,3,numbering,NM,{'calligra.srcml.xml_identifiers'},700
ObjectProjection,obj Proj,NM N,0,0,3,obj,NM,{'swift.srcml.xml_identifiers'},701
boolean,one Document,NM N,0,0,3,one,NM,{'corenlp.srcml.xml_identifiers'},702
String[],open Class Tags,NM NM NPL,0,0,3,open,NM,{'corenlp.srcml.xml_identifiers'},703
String[],open Class Tags,NM NM NPL,1,1,3,Class,NM,{'corenlp.srcml.xml_identifiers'},703
float,ori W,NM N,0,0,3,ori,NM,{'bullet3.srcml.xml_identifiers'},705
double[],out d G,N NM NM,1,1,3,d,NM,{'Telegram.srcml.xml_identifiers'},706
double[],out d G,N NM NM,2,2,3,G,NM,{'Telegram.srcml.xml_identifiers'},706
auto,overriden Function It,NM NM N,0,0,3,overriden,NM,{'kdevelop.srcml.xml_identifiers'},707
auto,overriden Function It,NM NM N,1,1,3,Function,NM,{'kdevelop.srcml.xml_identifiers'},707
auto,PAI Arg,NM N,0,0,3,PAI,NM,{'swift.srcml.xml_identifiers'},708
GtkWidget,paint radio,NM N,0,0,3,paint,NM,{'gimp.srcml.xml_identifiers'},709
ParameterDef,param Def,NM N,0,0,3,param,NM,{'ogre.srcml.xml_identifiers'},710
int,parts Size,NM N,0,0,3,parts,NM,{'elasticsearch.srcml.xml_identifiers'},711
Real,pd Sum,NM N,0,0,3,pd,NM,{'QuantLib.srcml.xml_identifiers'},713
string[],platform String,NM N,0,0,3,platform,NM,{'openFrameworks.srcml.xml_identifiers'},714
aiVector3D,present Scaling,NM N,0,0,3,present,NM,{'openFrameworks.srcml.xml_identifiers'},715
int,prev num hooks,NM NM NPL,0,0,3,prev,NM,{'grpc.srcml.xml_identifiers'},716
int,prev num hooks,NM NM NPL,1,1,3,num,NM,{'grpc.srcml.xml_identifiers'},716
int,prev Signal Bar Count,NM NM NM N,0,0,3,prev,NM,{'Telegram.srcml.xml_identifiers'},717
int,prev Signal Bar Count,NM NM NM N,1,1,3,Signal,NM,{'Telegram.srcml.xml_identifiers'},717
int,prev Signal Bar Count,NM NM NM N,2,1,3,Bar,NM,{'Telegram.srcml.xml_identifiers'},717
int,previous Stream Id,NM NM N,0,0,3,previous,NM,{'okhttp.srcml.xml_identifiers'},718
int,previous Stream Id,NM NM N,1,1,3,Stream,NM,{'okhttp.srcml.xml_identifiers'},718
D3D11PRIMITIVETOPOLOGY,prim Type,NM N,0,0,3,prim,NM,{'ogre.srcml.xml_identifiers'},719
Features,processing Level,NM N,0,0,3,processing,NM,{'kdevelop.srcml.xml_identifiers'},720
int,provider Code,NM N,0,0,3,provider,NM,{'Telegram.srcml.xml_identifiers'},722
camhdr,r hdr,NM N,0,0,3,r,NM,{'openFrameworks.srcml.xml_identifiers'},723
List,raw Extra Interfaces,NM NM NPL,0,0,3,raw,NM,{'mockito.srcml.xml_identifiers'},724
List,raw Extra Interfaces,NM NM NPL,1,1,3,Extra,NM,{'mockito.srcml.xml_identifiers'},724
GPUVertBufRaw,raw nor,NM N,0,0,3,raw,NM,{'blender.srcml.xml_identifiers'},725
float,rcp len 2,NM N D,0,0,3,rcp,NM,{'bullet3.srcml.xml_identifiers'},726
String,received Token Signature,NM NM N,0,0,3,received,NM,{'jenkins.srcml.xml_identifiers'},727
String,received Token Signature,NM NM N,1,1,3,Token,NM,{'jenkins.srcml.xml_identifiers'},727
int,recorded Matchers Size,NM NM N,0,0,3,recorded,NM,{'mockito.srcml.xml_identifiers'},728
int,recorded Matchers Size,NM NM N,1,1,3,Matchers,NM,{'mockito.srcml.xml_identifiers'},728
u32,rectangle Index,NM N,0,0,3,rectangle,NM,{'irrlicht.srcml.xml_identifiers'},729
JSONObject,reduced Json,NM N,0,0,3,reduced,NM,{'jenkins.srcml.xml_identifiers'},730
Int32,rem F,NM N,0,0,3,rem,NM,{'irrlicht.srcml.xml_identifiers'},731
auto,REPL Module,NM N,0,0,3,REPL,NM,{'swift.srcml.xml_identifiers'},732
uint8t,request bytes,NM NPL,0,0,3,request,NM,{'grpc.srcml.xml_identifiers'},733
Map,requested Plugins,NM NPL,0,0,3,requested,NM,{'jenkins.srcml.xml_identifiers'},734
guchar[],rgb real,NM N,0,0,3,rgb,NM,{'gimp.srcml.xml_identifiers'},735
PointerRNA,root ptr,NM N,0,0,3,root,NM,{'blender.srcml.xml_identifiers'},736
ExtendedBounds,rounded Bounds,NM NPL,0,0,3,rounded,NM,{'elasticsearch.srcml.xml_identifiers'},737
ofRtAudioSoundStream,rt Stream Ptr,NM NM N,0,0,3,rt,NM,{'openFrameworks.srcml.xml_identifiers'},738
ofRtAudioSoundStream,rt Stream Ptr,NM NM N,1,1,3,Stream,NM,{'openFrameworks.srcml.xml_identifiers'},738
RtmSession,rtm Session,NM N,0,0,3,rtm,NM,{'okhttp.srcml.xml_identifiers'},739
List,rules Of New Chain,N P NM N,2,1,3,New,NM,{'junit4.srcml.xml_identifiers'},740
Real,running Log Average,NM NM N,0,0,3,running,NM,{'QuantLib.srcml.xml_identifiers'},741
Real,running Log Average,NM NM N,1,1,3,Log,NM,{'QuantLib.srcml.xml_identifiers'},741
string,s Tracking System Name,PRE NM NM N,1,1,3,Tracking,NM,{'bullet3.srcml.xml_identifiers'},742
string,s Tracking System Name,PRE NM NM N,2,1,3,System,NM,{'bullet3.srcml.xml_identifiers'},742
double[],score Pos Prev,NM N NM,0,0,3,score,NM,{'corenlp.srcml.xml_identifiers'},743
double[],score Pos Prev,NM N NM,2,2,3,Prev,NM,{'corenlp.srcml.xml_identifiers'},743
GeglRectangle,selection bounds,NM NPL,0,0,3,selection,NM,{'gimp.srcml.xml_identifiers'},744
List,sentence List,NM N,0,0,3,sentence,NM,{'corenlp.srcml.xml_identifiers'},745
Action,set Prev Ctx Action,NM NM NM N,0,0,3,set,NM,{'antlr4.srcml.xml_identifiers'},746
Action,set Prev Ctx Action,NM NM NM N,1,1,3,Prev,NM,{'antlr4.srcml.xml_identifiers'},746
Action,set Prev Ctx Action,NM NM NM N,2,1,3,Ctx,NM,{'antlr4.srcml.xml_identifiers'},746
auto,simple Fn Ty,NM NM N,0,0,3,simple,NM,{'swift.srcml.xml_identifiers'},747
auto,simple Fn Ty,NM NM N,1,1,3,Fn,NM,{'swift.srcml.xml_identifiers'},747
float,sin rot w,NM NM N,0,0,3,sin,NM,{'ogre.srcml.xml_identifiers'},748
float,sin rot w,NM NM N,1,1,3,rot,NM,{'ogre.srcml.xml_identifiers'},748
long,size Guess,NM N,0,0,3,size,NM,{'jenkins.srcml.xml_identifiers'},749
uint32t,source index,NM N,0,0,3,source,NM,{'openFrameworks.srcml.xml_identifiers'},751
auto,source Ty,NM N,0,0,3,source,NM,{'swift.srcml.xml_identifiers'},752
QFileInfo,src File Info,NM NM N,0,0,3,src,NM,{'kdevelop.srcml.xml_identifiers'},753
QFileInfo,src File Info,NM NM N,1,1,3,File,NM,{'kdevelop.srcml.xml_identifiers'},753
int,src start idx,NM NM N,0,0,3,src,NM,{'opencv.srcml.xml_identifiers'},754
int,src start idx,NM NM N,1,1,3,start,NM,{'opencv.srcml.xml_identifiers'},754
grpcchannelcredentials,ssl creds,NM NPL,0,0,3,ssl,NM,{'grpc.srcml.xml_identifiers'},755
rect,static Rect,NM N,0,0,3,static,NM,{'irrlicht.srcml.xml_identifiers'},756
File,status File,NM N,0,0,3,status,NM,{'antlr4.srcml.xml_identifiers'},757
Real,step Size,NM N,0,0,3,step,NM,{'QuantLib.srcml.xml_identifiers'},758
int,step x,NM N,0,0,3,step,NM,{'opencv.srcml.xml_identifiers'},759
QStringList,str args,NM NPL,0,0,3,str,NM,{'kdevelop.srcml.xml_identifiers'},760
Headers,stream Headers,NM NPL,0,0,3,stream,NM,{'okhttp.srcml.xml_identifiers'},761
constiterator,sub start,NM N,0,0,3,sub,NM,{'openFrameworks.srcml.xml_identifiers'},762
XIMStyle,supported Style,NM N,0,0,3,supported,NM,{'irrlicht.srcml.xml_identifiers'},763
int,sz Joint Ranges,NM NM NPL,0,0,3,sz,NM,{'bullet3.srcml.xml_identifiers'},764
int,sz Joint Ranges,NM NM NPL,1,1,3,Joint,NM,{'bullet3.srcml.xml_identifiers'},764
QStyleOptionTab,tab Overlap,NM N,0,0,3,tab,NM,{'kdevelop.srcml.xml_identifiers'},765
QSet,tagged Resources,NM NPL,0,0,3,tagged,NM,{'calligra.srcml.xml_identifiers'},766
char,target chars,NM NPL,0,0,3,target,NM,{'grpc.srcml.xml_identifiers'},767
DeclAttributes,temp Attrs,NM NPL,0,0,3,temp,NM,{'swift.srcml.xml_identifiers'},768
stringt,text Chopped 2,N NM D,1,1,3,Chopped,NM,{'swift.srcml.xml_identifiers'},769
int,thread Array Size,NM NM N,0,0,3,thread,NM,{'junit4.srcml.xml_identifiers'},770
int,thread Array Size,NM NM N,1,1,3,Array,NM,{'junit4.srcml.xml_identifiers'},770
float[],tmp vec,NM N,0,0,3,tmp,NM,{'blender.srcml.xml_identifiers'},771
JSONObject,token Data,NM N,0,0,3,token,NM,{'jenkins.srcml.xml_identifiers'},773
Map,token Store Typed Data,NM NM NM N,0,0,3,token,NM,{'jenkins.srcml.xml_identifiers'},774
Map,token Store Typed Data,NM NM NM N,1,1,3,Store,NM,{'jenkins.srcml.xml_identifiers'},774
Map,token Store Typed Data,NM NM NM N,2,1,3,Typed,NM,{'jenkins.srcml.xml_identifiers'},774
String,token Type S,NM NM N,0,0,3,token,NM,{'antlr4.srcml.xml_identifiers'},775
String,token Type S,NM NM N,1,1,3,Type,NM,{'antlr4.srcml.xml_identifiers'},775
Real,tranched Loss After,NM N P,0,0,3,tranched,NM,{'QuantLib.srcml.xml_identifiers'},776
Affine3,transform Unique Id,NM NM N,0,0,3,transform,NM,{'ogre.srcml.xml_identifiers'},777
Affine3,transform Unique Id,NM NM N,1,1,3,Unique,NM,{'ogre.srcml.xml_identifiers'},777
bool,trim Parse Trees,V NM NPL,1,1,3,Parse,NM,{'antlr4.srcml.xml_identifiers'},778
Treebank,tune Treebank,NM N,0,0,3,tune,NM,{'corenlp.srcml.xml_identifiers'},779
char,txt alias,NM N,0,0,3,txt,NM,{'grpc.srcml.xml_identifiers'},780
int,ui Index,NM N,0,0,3,ui,NM,{'ogre.srcml.xml_identifiers'},781
GeglRectangle,update area,NM N,0,0,3,update,NM,{'gimp.srcml.xml_identifiers'},782
bool,use mat dirs,V NM NPL,1,1,3,mat,NM,{'irrlicht.srcml.xml_identifiers'},783
long,utc Timestamp Ms,NM NM NPL,0,0,3,utc,NM,{'Telegram.srcml.xml_identifiers'},784
long,utc Timestamp Ms,NM NM NPL,1,1,3,Timestamp,NM,{'Telegram.srcml.xml_identifiers'},784
float,v proj axis,NM NM N,0,0,3,v,NM,{'blender.srcml.xml_identifiers'},785
float,v proj axis,NM NM N,1,1,3,proj,NM,{'blender.srcml.xml_identifiers'},785
StringTokenizer,v Tok,NM N,0,0,3,v,NM,{'elasticsearch.srcml.xml_identifiers'},786
sizet,Val Size,NM N,0,0,3,Val,NM,{'grpc.srcml.xml_identifiers'},787
String,value Count String,NM NM N,0,0,3,value,NM,{'okhttp.srcml.xml_identifiers'},788
String,value Count String,NM NM N,1,1,3,Count,NM,{'okhttp.srcml.xml_identifiers'},788
Real,value X,NM N,0,0,3,value,NM,{'QuantLib.srcml.xml_identifiers'},789
Object[],var Args,NM NPL,0,0,3,var,NM,{'mockito.srcml.xml_identifiers'},790
Set,vary Fields,NM NPL,0,0,3,vary,NM,{'okhttp.srcml.xml_identifiers'},791
s32,wat id,NM N,0,0,3,wat,NM,{'irrlicht.srcml.xml_identifiers'},794
int,win Error,NM N,0,0,3,win,NM,{'ogre.srcml.xml_identifiers'},795
int,worst score,NM N,0,0,3,worst,NM,{'opencv.srcml.xml_identifiers'},797
Class,wrapper Class,NM N,0,0,3,wrapper,NM,{'junit4.srcml.xml_identifiers'},798
float,x Distance,NM N,0,0,3,x,NM,{'openFrameworks.srcml.xml_identifiers'},800
void,Add Bezier Curve,V NM N,1,1,4,Bezier,NM,{'elasticsearch.srcml.xml_identifiers'},801
void,add Object Index,V NM N,1,1,4,Object,NM,{'gimp.srcml.xml_identifiers'},803
void,add Ordered List,V NM N,1,1,4,Ordered,NM,{'elasticsearch.srcml.xml_identifiers'},804
void,add Unicode Script Codes To Names,V NM NM NPL P NPL,1,1,4,Unicode,NM,{'blender.srcml.xml_identifiers'},805
void,add Unicode Script Codes To Names,V NM NM NPL P NPL,2,1,4,Script,NM,{'blender.srcml.xml_identifiers'},805
QGradient,adjusted Gradient,NM N,0,0,4,adjusted,NM,{'kdevelop.srcml.xml_identifiers'},806
QString,all Open Files String,DT NM NM N,1,1,4,Open,NM,{'okhttp.srcml.xml_identifiers'},808
QString,all Open Files String,DT NM NM N,2,1,4,Files,NM,{'okhttp.srcml.xml_identifiers'},808
void,append Python Style Escaped Code Point,V NM N NM NM N,1,1,4,Python,NM,{'calligra.srcml.xml_identifiers'},809
void,append Python Style Escaped Code Point,V NM N NM NM N,3,1,4,Escaped,NM,{'calligra.srcml.xml_identifiers'},809
void,append Python Style Escaped Code Point,V NM N NM NM N,4,1,4,Code,NM,{'calligra.srcml.xml_identifiers'},809
void,apply Margin Insets,V NM NPL,1,1,4,Margin,NM,{'corenlp.srcml.xml_identifiers'},811
void,ARGB Subtract Row C,N V NM N,2,1,4,Row,NM,{'calligra.srcml.xml_identifiers'},813
void,assign Lexer Token Types,V NM NM NPL,1,1,4,Lexer,NM,{'elasticsearch.srcml.xml_identifiers'},814
void,assign Lexer Token Types,V NM NM NPL,2,1,4,Token,NM,{'elasticsearch.srcml.xml_identifiers'},814
AUDSound,AUD Sound envelope,PRE NM N,1,1,4,Sound,NM,{'opencv.srcml.xml_identifiers'},815
void,b3 Push Profile Timing,PRE V NM N,2,1,4,Profile,NM,{'bullet3.srcml.xml_identifiers'},816
Constructor,biggest Constructor,NM N,0,0,4,biggest,NM,{'blender.srcml.xml_identifiers'},817
String,binary Search Bytes,NM N NPL,0,0,4,binary,NM,{'irrlicht.srcml.xml_identifiers'},818
int,BKE lattice index flip,PRE NM N V,1,1,4,lattice,NM,{'calligra.srcml.xml_identifiers'},819
void,build Group Query,V NM N,1,1,4,Group,NM,{'opencv.srcml.xml_identifiers'},821
void,build Lexer Rule Actions,V NM NM NPL,1,1,4,Lexer,NM,{'calligra.srcml.xml_identifiers'},822
void,build Lexer Rule Actions,V NM NM NPL,2,1,4,Rule,NM,{'calligra.srcml.xml_identifiers'},822
bool,check GL Support,V NM N,1,1,4,GL,NM,{'QuantLib.srcml.xml_identifiers'},824
void,Check Writeable,V NM,1,2,4,Writeable,NM,{'mockito.srcml.xml_identifiers'},829
Annotation[],class Annotations,NM NPL,0,0,4,class,NM,{'openFrameworks.srcml.xml_identifiers'},831
void,Clear Active ID,V NM N,1,1,4,Active,NM,{'gimp.srcml.xml_identifiers'},832
int,compare Inverse And Forward Dynamics,V NM CJ NM NPL,1,1,4,Inverse,NM,{'irrlicht.srcml.xml_identifiers'},833
int,compare Inverse And Forward Dynamics,V NM CJ NM NPL,3,1,4,Forward,NM,{'irrlicht.srcml.xml_identifiers'},833
QList,context Url List,NM NM N,0,0,4,context,NM,{'kdevelop.srcml.xml_identifiers'},834
QList,context Url List,NM NM N,1,1,4,Url,NM,{'kdevelop.srcml.xml_identifiers'},834
string,Convert To Php Namespace,V P NM N,2,1,4,Php,NM,{'gimp.srcml.xml_identifiers'},835
int,create Duplicate Change Id,V NM NM N,1,1,4,Duplicate,NM,{'ogre.srcml.xml_identifiers'},836
int,create Duplicate Change Id,V NM NM N,2,1,4,Change,NM,{'ogre.srcml.xml_identifiers'},836
ParameterPtr,create In Indices,V NM NPL,1,1,4,In,NM,{'swift.srcml.xml_identifiers'},837
bool,create metadata array,V NM N,1,1,4,metadata,NM,{'ogre.srcml.xml_identifiers'},838
Buffer,create Sub Buffer,V NM N,1,1,4,Sub,NM,{'QuantLib.srcml.xml_identifiers'},839
int,current Slide,NM N,0,0,4,current,NM,{'Telegram.srcml.xml_identifiers'},840
Object,deep Stub,NM N,0,0,4,deep,NM,{'antlr4.srcml.xml_identifiers'},843
void,dialog info update,NM N V,0,0,4,dialog,NM,{'jenkins.srcml.xml_identifiers'},847
DiscountFactor,dividend Discount Mother,NM NM N,0,0,4,dividend,NM,{'openFrameworks.srcml.xml_identifiers'},848
DiscountFactor,dividend Discount Mother,NM NM N,1,1,4,Discount,NM,{'openFrameworks.srcml.xml_identifiers'},848
HttpResponse,do Install Status,V NM N,1,1,4,Install,NM,{'bullet3.srcml.xml_identifiers'},850
void,do Login Entry,V NM N,1,1,4,Login,NM,{'antlr4.srcml.xml_identifiers'},851
void,dump cemd cmd,V NM N,1,1,4,cemd,NM,{'Telegram.srcml.xml_identifiers'},853
void,dump Core Map To String Builder,V NM N P NM N,1,1,4,Core,NM,{'swift.srcml.xml_identifiers'},854
void,dump Core Map To String Builder,V NM N P NM N,4,1,4,String,NM,{'swift.srcml.xml_identifiers'},854
void,dump Frame buffer Formats,V NM NM NPL,1,1,4,Frame,NM,{'irrlicht.srcml.xml_identifiers'},855
void,dump Frame buffer Formats,V NM NM NPL,2,1,4,buffer,NM,{'irrlicht.srcml.xml_identifiers'},855
int,dynamic Table Index,NM NM N,0,0,4,dynamic,NM,{'ogre.srcml.xml_identifiers'},856
int,dynamic Table Index,NM NM N,1,1,4,Table,NM,{'ogre.srcml.xml_identifiers'},856
Style,effective Style,NM N,0,0,4,effective,NM,{'bullet3.srcml.xml_identifiers'},857
void,enable Background Opacity,V NM N,1,1,4,Background,NM,{'calligra.srcml.xml_identifiers'},859
Class,extract Raw Type Of,V NM NM P,1,1,4,Raw,NM,{'ogre.srcml.xml_identifiers'},863
Class,extract Raw Type Of,V NM NM P,2,1,4,Type,NM,{'ogre.srcml.xml_identifiers'},863
Metadata,find Hashable Base Type,V NM NM N,1,1,4,Hashable,NM,{'calligra.srcml.xml_identifiers'},865
Metadata,find Hashable Base Type,V NM NM N,2,1,4,Base,NM,{'calligra.srcml.xml_identifiers'},865
String,find Source Subdir,V NM N,1,1,4,Source,NM,{'blender.srcml.xml_identifiers'},866
String,format Display Name,V NM N,1,1,4,Display,NM,{'kdevelop.srcml.xml_identifiers'},869
BytesReference,from Byte Buffers,P NM NPL,1,1,4,Byte,NM,{'QuantLib.srcml.xml_identifiers'},870
void,Generate Service Descriptor Property,V NM NM N,1,1,4,Service,NM,{'Telegram.srcml.xml_identifiers'},871
void,Generate Service Descriptor Property,V NM NM N,2,1,4,Descriptor,NM,{'Telegram.srcml.xml_identifiers'},871
Object[],get Actual Values,V NM NPL,1,1,4,Actual,NM,{'gimp.srcml.xml_identifiers'},872
String,get Artificial Op Prec Rule,V NM NM NM N,1,1,4,Artificial,NM,{'mockito.srcml.xml_identifiers'},873
String,get Artificial Op Prec Rule,V NM NM NM N,2,1,4,Op,NM,{'mockito.srcml.xml_identifiers'},873
