SPLIT_IDENTIFIER,WORD,NORMALIZED_POSITION,MAXPOSITION,CONTEXT_NUMBER,LANGUAGE,LAST_LETTER,NLTK_POS,VERB_SCORE,DET_SCORE,PREP_SCORE,ENGLISHV_SCORE,ENGLISHPRE_SCORE,POSITION_RATIO,ENGLISHN_SCORE,METHODV_SCORE,CONJ_SCORE,PREPOSITION,DETERMINER,CONTAINSDIGIT,CONTAINSCLOSEDSET,HTTP_POS
m last Changed Location,m,0,4,1,2,109,3,0.1143899485468864,0.0754066482186317,0.117298424243927,0.1478965580463409,0.5780587792396545,0.0,0.1687702536582946,-0.1699012070894241,0.0754066482186317,0,0,False,False,"m|PRE,last|NM,Changed|NM,Location|N"
save Dual Cells,save,0,3,5,2,101,10,0.3896393477916717,0.1908001154661178,0.3117276430130005,-0.0256014578044414,0.0674188286066055,0.0,0.0188621040433645,-0.2205243110656738,0.1908001154661178,1,0,False,False,"save|NM,Dual|NM,Cells|NPL"
before Execute,execute,2,2,4,0,101,3,0.4248615801334381,0.1842893809080124,0.1585153192281723,0.0550257973372936,0.0849965810775756,0.5,0.0127760525792837,-0.2393536567687988,0.1842893809080124,0,0,False,False,"before|VM,Execute|N"
ARGB Subtract Row C,c,2,4,4,1,99,1,0.0997533127665519,0.1183934286236763,0.1745655089616775,0.1826087087392807,0.6742635369300842,0.75,0.2661166191101074,-0.0179265532642602,0.1183934286236763,0,0,False,False,"A|DT,RGB|NM,Subtract|NM,Row|NM,C|N"
dn 1 x 2,dn,0,4,3,2,110,3,0.1324395090341568,0.0597621761262416,0.182695522904396,0.1051775962114334,0.5083459615707397,0.0,0.1592643558979034,0.0,0.0597621761262416,0,0,True,False,"dn|NM,1|D,x|NM,2|D"
Binary Rule,rule,2,2,2,0,101,3,0.3098038136959076,0.2531350255012512,0.1635956168174743,0.1007217615842819,0.0550025701522827,0.5,0.1793753802776336,0.1435152441263198,0.2531350255012512,0,0,False,False,"Binary|NM,Rule|N"
ovsdb datum compare 3way,datum,1,4,4,2,109,3,0.0581759437918663,0.1237831935286521,0.0982096418738365,0.2941444218158722,0.309706300497055,0.25,0.2761848568916321,0.0,0.1237831935286521,0,0,False,False,"ovs|NM,db|NM,datum|NM,compare|NM,3|P,way|N"
last percent,last,0,2,1,1,116,0,0.2088235765695572,0.3696759343147278,0.4133140444755554,-0.0072740470059216,-0.017220439389348,0.0,-0.004559498745948,-0.0588632859289646,0.3696759343147278,0,1,False,False,"last|NM,percent|N"
cell Cursor,cursor,2,2,3,1,114,3,0.1638289391994476,0.063480444252491,0.1089726760983467,0.2819011211395263,0.1603007018566131,0.5,0.2179763615131378,0.055586103349924,0.063480444252491,0,0,False,False,"cell|NM,Cursor|N"
Keras Depthwise Convolution 2D,convolution,1,4,2,0,110,3,0.1297224014997482,0.1172585040330886,0.0632511675357818,0.2319083511829376,0.2292577624320984,0.5,0.3058464527130127,0.3821259140968323,0.1172585040330886,0,0,False,False,"Keras|NM,Depthwise|NM,Convolution|NM,2|P,D|N"
Singularity S3 Uploader,singularity,0,3,2,0,121,3,0.1262704730033874,0.1608036607503891,0.060084193944931,0.2646780610084533,0.1641002893447876,0.0,0.2701369524002075,0.0,0.1608036607503891,0,0,False,False,"Singularity|NM,S|NM,3|D,Uploader|N"
on status,on,0,2,1,2,110,6,0.2464825063943863,0.372837483882904,0.5954550504684448,-0.0001800284371711,0.0506866425275802,0.0,-0.0200827289372682,-0.0151157872751355,0.372837483882904,1,0,False,False,"on|P,status|N"
befores,befores,0,1,1,1,115,1,0.1409170180559158,0.2728569507598877,0.1970666944980621,0.2394330650568008,0.197347953915596,0.0,0.2296300828456878,0.0,0.2728569507598877,0,0,False,False,befores|NPL
Main Class,main,0,2,2,3,110,0,0.1685372591018676,0.2033830136060714,0.2642089426517486,0.0028497504536062,0.0370009876787662,0.0,0.0405763462185859,0.0610052123665809,0.2033830136060714,0,0,False,False,"Main|NM,Class|N"
lower tail,lower,0,2,3,1,114,21,0.2592503130435943,0.2110414057970047,0.3538364768028259,-0.020364660769701,0.1153222769498825,0.0,0.0212075132876634,0.1767551302909851,0.2110414057970047,0,0,False,False,"lower|NM,tail|N"
driver Type Name,driver,0,3,5,1,114,3,0.1284673511981964,0.1485505849123001,0.1137142479419708,0.0760102719068527,0.0472790487110614,0.0,0.0550468973815441,0.1269008517265319,0.1485505849123001,0,0,False,False,"driver|NM,Type|NM,Name|N"
max input size,size,2,3,3,1,101,3,0.2347574383020401,0.1952195167541504,0.2151766866445541,0.0165922418236732,0.1286547929048538,0.6666666666666666,0.1046064421534538,-0.0524435378611087,0.1952195167541504,0,0,False,False,"max|NM,input|NM,size|N"
m FBO Height,m,0,3,1,0,109,3,0.1143899485468864,0.0754066482186317,0.117298424243927,0.1478965580463409,0.5780587792396545,0.0,0.1687702536582946,-0.1699012070894241,0.0754066482186317,0,0,False,False,"m|PRE,FBO|NM,Height|N"
x pixels per unit,pixels,1,4,1,2,115,1,0.0767135024070739,0.1084354072809219,0.0398272015154361,0.1526723653078079,0.260152518749237,0.25,0.1273711323738098,0.3226691782474518,0.1084354072809219,0,0,False,False,"x|PRE,pixels|NM,per|P,unit|N"
inkey bio,bio,2,2,3,2,111,3,0.1115086376667022,0.0599107481539249,0.0979267507791519,0.0911881923675537,0.2096027731895446,0.5,0.1317087709903717,0.37232705950737,0.0599107481539249,0,0,False,False,"in|N,key|NM,bio|N"
error On 400,error,0,3,1,0,114,3,0.1238543838262558,0.1056121587753295,0.0728753954172134,0.0953547284007072,0.1120884045958519,0.0,0.0781196653842926,-0.1177765727043151,0.1056121587753295,0,0,True,False,"error|N,On|NM,400|D"
all Labels,labels,2,2,1,0,115,1,0.143293023109436,0.1216303706169128,0.0725219324231147,0.1213248744606971,0.0985352918505668,0.5,0.1393593400716781,0.1019573211669921,0.1216303706169128,0,0,False,False,"all|DT,Labels|NPL"
til or since,since,2,3,1,0,101,6,0.1409919410943985,0.4420274794101715,0.4316669702529907,0.0302592478692531,-0.0001288129133172,0.6666666666666666,0.0375620685517787,0.1011445820331573,0.4420274794101715,1,0,False,True,"til|N,or|CJ,since|P"
make HTML Table,html,1,3,4,2,108,3,0.1155387684702873,0.0724586769938469,0.0443013124167919,0.2845940291881561,0.3710666596889496,0.3333333333333333,0.2761715948581695,0.1681770384311676,0.0724586769938469,0,0,False,False,"make|V,HTML|NM,Table|N"
init For Group,for,1,3,4,2,114,6,0.3402898013591766,0.4617387652397156,0.5728485584259033,0.0100090838968753,0.1170183718204498,0.3333333333333333,0.0276452172547578,0.176849752664566,0.4617387652397156,1,0,False,False,"init|NM,For|P,Group|N"
validate Class Rules,rules,2,3,4,0,115,1,0.2397601008415222,0.2238992005586624,0.1496713608503341,0.1405560672283172,0.0128734931349754,0.6666666666666666,0.1473797261714935,0.1864199489355087,0.2238992005586624,0,0,False,False,"validate|V,Class|NM,Rules|NPL"
reapply Filter,reapply,0,2,4,2,121,3,0.3503942787647247,0.1862255930900573,0.0975084453821182,0.0330065973103046,0.0078302156180143,0.0,0.0199359599500894,0.1867586374282837,0.1862255930900573,0,0,False,False,"reapply|NM,Filter|N"
binary Search Bytes,search,1,3,4,2,104,3,0.2379637509584427,0.1516826003789901,0.1513840109109878,0.1899140626192093,0.0141012519598007,0.3333333333333333,0.1281593739986419,-0.0277920104563236,0.1516826003789901,0,0,False,False,"binary|NM,Search|N,Bytes|NPL"
only amz,amz,2,2,5,1,122,3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,False,False,"only|NM,amz|N"
behind size,behind,0,2,5,1,100,6,0.2696887254714966,0.3019521832466125,0.5297497510910034,-0.0328023731708526,0.0754141584038734,0.0,-0.018971549347043,0.0,0.3019521832466125,1,0,False,False,"behind|NM,size|N"
now,now,0,1,3,0,119,5,0.3085125386714935,0.5563679337501526,0.422256201505661,0.0928568840026855,0.0607772655785083,0.0,0.0388436652719974,-0.017997607588768,0.5563679337501526,0,0,False,True,now|N
gui input search next,gui,0,4,4,2,105,3,0.0212492849677801,0.0882169902324676,-0.0130947222933173,0.3335486352443695,0.3650853335857391,0.0,0.2727819681167602,0.0,0.0882169902324676,0,0,False,True,"gui|NM,input|NM,search|NM,next|CJ"
last Y,last,0,2,1,2,116,0,0.2088235765695572,0.3696759343147278,0.4133140444755554,-0.0072740470059216,-0.017220439389348,0.0,-0.004559498745948,-0.0588632859289646,0.3696759343147278,0,1,False,False,"last|NM,Y|N"
build Schema For 2Dimensional Dataset,schema,1,5,4,0,97,3,0.137653961777687,0.1151123493909835,0.0669881701469421,0.3054630756378174,0.1815147399902343,0.2,0.2975375056266784,0.0646008998155593,0.1151123493909835,0,0,False,False,"build|V,Schema|N,For|P,2|P,Dimensional|NM,Dataset|N"
Java11 Web Socket Factory,socket,1,4,2,0,116,3,0.1358935981988906,0.1154755428433418,0.1468573957681656,0.188053622841835,0.2140422165393829,0.5,0.1872716844081878,0.1389465928077697,0.1154755428433418,0,0,False,False,"Java|NM,11|D,Web|NM,Socket|NM,Factory|N"
new Field Type,field,1,3,5,0,100,3,0.1892496794462204,0.1537253856658935,0.2392455488443374,-0.0318027287721633,-0.0019562675151973,0.3333333333333333,-0.0053257993422448,0.0218671597540378,0.1537253856658935,0,0,False,False,"new|NM,Field|NM,Type|N"
buff Ptr 2,buff,0,3,1,1,102,3,0.1608039736747741,0.1145183742046356,0.0401733331382274,0.0995919704437255,0.1339018642902374,0.0,0.0871290862560272,0.0,0.1145183742046356,0,0,True,False,"buff|PRE,Ptr|NM,2|D"
forward time per layer,forward,0,4,3,1,100,5,0.2023224085569381,0.1724203675985336,0.3379540741443634,0.0246793515980243,0.0073884162120521,0.0,-0.0225070305168628,-0.0172913298010826,0.1724203675985336,0,0,False,False,"forward|NM,time|NM,per|P,layer|N"
action To Index Map,to,1,4,1,2,111,9,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0361546128988266,0.0,1,0,False,False,"action|N,To|P,Index|NM,Map|N"
notify contact of host,host,2,4,4,2,116,3,0.2427796274423599,0.1021903306245803,0.1744680702686309,-0.0333077795803546,-0.0060379896312952,0.75,0.0292920861393213,0.1176685839891433,0.1021903306245803,0,0,False,False,"notify|V,contact|N,of|P,host|N"
actual Count,actual,0,2,1,0,108,0,0.2912303209304809,0.3966879844665527,0.3032547533512115,0.1501472145318985,0.1643537729978561,0.0,0.2018932402133941,0.2364728450775146,0.3966879844665527,0,0,False,False,"actual|NM,Count|N"
pad 0,pad,0,2,1,1,100,3,0.185507446527481,0.1598079949617386,0.1993683129549026,0.0932648032903671,0.2049766480922699,0.0,0.1031619161367416,0.1047643050551414,0.1598079949617386,0,0,True,False,"pad|NM,0|D"
from Key,key,2,2,5,0,121,3,0.1807164996862411,0.1995344460010528,0.239676758646965,-0.0098172118887305,0.0400885939598083,0.5,-0.0076765776611864,-0.0854190066456794,0.1995344460010528,0,0,False,False,"from|NM,Key|N"
zero plane res,plane,1,3,1,1,101,3,0.1876634806394577,0.175845667719841,0.1514029204845428,-0.0124965831637382,0.044395811855793,0.3333333333333333,0.0066022742539644,0.167553037405014,0.175845667719841,0,0,False,False,"zero|NM,plane|NM,res|NPL"
is Dependency Changed,changed,2,3,4,1,100,7,0.2470121085643768,0.2020183056592941,0.2301354706287384,0.0263468697667121,0.0299513395875692,0.6666666666666666,0.0336421690881252,-0.0497639514505863,0.2020183056592941,0,0,False,False,"is|V,Dependency|NM,Changed|N"
to Ack,ack,2,2,3,1,107,3,0.0348739363253116,0.0352001748979091,0.0217358283698558,0.3114880323410034,0.555424690246582,0.5,0.2972745597362518,0.1013243868947029,0.0352001748979091,0,0,False,False,"to|N,Ack|N"
Rule Property Ref ctx,ctx,2,4,2,0,120,3,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.1052817851305008,0.0,0,0,False,False,"Rule|NM,Property|NM,Ref|NM,ctx|N"
fprint all protocols for layer types,fprint,0,6,4,2,116,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False,"fpr|V,int|NM,all|DT,protocols|NPL,for|P,layer|NM,types|NPL"
force nd im 2 col,force,0,5,1,1,101,3,0.3100124299526214,0.2736954689025879,0.2240091562271118,0.1570867002010345,0.0495616309344768,0.0,0.0908549129962921,-0.0228366181254386,0.2736954689025879,0,0,True,False,"force|NM,nd|NM,im|NM,2|D,col|N"
insert V 4 Headers,v,1,4,4,1,118,3,0.1827482432126999,0.1233149692416191,0.2174437791109085,0.0692534819245338,0.4341651201248169,0.25,0.0928563699126243,-0.0198055896908044,0.1233149692416191,0,0,True,False,"insert|NM,V|DT,4|P,Headers|NPL"
vmax over base,over,1,3,3,1,114,6,0.221186026930809,0.3393935263156891,0.5989919900894165,-0.0021458996925503,0.101679041981697,0.3333333333333333,-0.0456950441002845,0.1826911568641662,0.3393935263156891,1,0,False,False,"v|N,max|NM,over|P,base|N"
indexes Of Suspicious Args,indexes,0,4,3,0,115,1,0.1183831766247749,0.0840752199292182,0.112679935991764,0.0685337483882904,0.0440700910985469,0.0,0.1047270968556404,0.2452322095632553,0.0840752199292182,0,0,False,False,"indexes|NPL,Of|P,Suspicious|NM,Args|NPL"
next Set,set,2,2,3,0,116,3,0.2881191670894623,0.2594996988773346,0.2545293867588043,0.0118324710056185,0.0182479489594697,0.5,-0.0659626349806785,-0.1774049699306488,0.2594996988773346,0,0,False,False,"next|NM,Set|N"
MAIL FORWARD 16 x 16,mail,0,5,1,0,108,3,0.1839955151081085,0.1335742473602295,0.1267127394676208,0.0959376469254493,0.089131511747837,0.0,0.0296391863375902,0.3144427835941314,0.1335742473602295,0,0,True,False,"MAIL|NM,FORWARD|NM,16|D,x|NM,16|D"
Read S3fs Passwd File,read,0,4,4,1,100,3,0.3588268458843231,0.2002473920583725,0.1367020905017852,0.1914493590593338,0.1795713007450103,0.0,0.1501982361078262,-0.192767322063446,0.2002473920583725,0,0,False,False,"Read|V,S|NM,3|P,fs|NM,Passwd|NM,File|N"
tune Treebank,treebank,2,2,3,0,107,3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,False,False,"tune|NM,Tree|NM,bank|N"
logger Name Parts,logger,0,3,3,0,114,3,0.080057181417942,0.0548975765705108,0.0646198093891143,0.0473288856446743,0.1176896840333938,0.0,0.1049214601516723,0.1365366131067276,0.0548975765705108,0,0,False,False,"logger|NM,Name|NM,Parts|NPL"
Convert To Php Namespace,to,1,4,4,2,111,9,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0361546128988266,0.0,1,0,False,False,"Convert|NM,To|P,Php|N,Namespace|N"
on Ping Reply Latency,latency,2,4,4,1,121,3,0.0799487456679344,0.0563345365226268,0.046252254396677,0.0538775995373725,0.1417963653802871,0.75,0.0610498674213886,0.0,0.0563345365226268,0,0,False,False,"on|P,Ping|N,Reply|DT,Latency|N"
EGLEW KHR stream fifo,stream,1,4,1,1,109,3,0.21136075258255,0.1627828180789947,0.2153505682945251,0.134898155927658,0.128929778933525,0.5,0.1015158742666244,0.1009731590747833,0.1627828180789947,0,0,False,False,"EGLEW|NM,KHR|NM,stream|NM,fifo|N"
spline max len,max,1,3,1,0,120,3,0.2250428646802902,0.1745602637529373,0.1836256384849548,0.1601660251617431,0.4354124963283539,0.3333333333333333,0.1752053201198578,0.0163458175957202,0.1745602637529373,0,0,False,False,"spline|NM,max|NM,len|N"
from Email,from,0,2,5,0,109,6,0.198530912399292,0.3632298111915588,0.5480725169181824,-0.0356383360922336,0.0728794783353805,0.0,-0.0054605570621788,0.0369082018733024,0.3632298111915588,1,0,False,False,"from|NM,Email|N"
Main Class,class,2,2,2,3,115,3,0.1570562720298767,0.1268974989652633,0.1922260373830795,0.1075867787003517,0.0813808068633079,0.5,0.1155676767230033,0.2746939063072204,0.1268974989652633,0,0,False,False,"Main|NM,Class|N"
glew Validate Program Pipeline,pipeline,2,4,1,1,101,3,0.1126851662993431,0.0697210729122161,0.1134797558188438,-0.0832529738545417,0.0239500682801008,0.75,-0.0418559126555919,0.1265089511871338,0.0697210729122161,0,0,False,False,"glew|NM,Validate|NM,Program|NM,Pipeline|N"
field 63,field,0,2,1,2,100,3,0.1892496794462204,0.1537253856658935,0.2392455488443374,-0.0318027287721633,-0.0019562675151973,0.0,-0.0053257993422448,0.0218671597540378,0.1537253856658935,0,0,True,False,"field|NM,63|D"
inv Flight K 2,k,1,4,3,1,107,3,0.0679720714688301,0.0527404211461544,0.0529573410749435,0.1772392839193344,0.3305162489414215,0.5,0.1547594219446182,0.0276724770665168,0.0527404211461544,0,0,True,False,"inv|NM,Flight|NM,K|NM,2|D"
Is Return Bridged,return,1,3,1,0,110,3,0.3764186501502991,0.2985610365867615,0.2565495371818542,-0.0205318666994571,0.0213372595608234,0.3333333333333333,-0.0208356939256191,0.205730602145195,0.2985610365867615,0,0,False,False,"Is|DT,Return|DT,Bridged|N"
save Password,password,2,2,3,0,100,3,0.1862683594226837,0.1277925074100494,0.0447564162313938,0.2562876045703888,0.1233449280261993,0.5,0.1336113214492797,0.2082588970661163,0.1277925074100494,0,0,False,False,"save|NM,Password|N"
httperf 2,httperf,0,2,4,1,102,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True,False,"http|N,erf|NM,2|D"
vertex to the left,vertex,0,4,5,2,120,3,0.0625614821910858,0.0994384959340095,0.1184328645467758,0.242463931441307,0.3110814690589905,0.0,0.2775516510009765,0.1277360916137695,0.0994384959340095,0,0,False,False,"vertex|NM,to|P,the|DT,left|N"
on Shutdown Request,shutdown,1,3,4,0,110,3,0.1681600958108902,0.1007488965988159,0.1231607049703598,-0.0288916602730751,0.0431601107120513,0.3333333333333333,-0.0044537698850035,-0.1682871282100677,0.1007488965988159,0,0,False,False,"on|P,Shutdown|NM,Request|N"
param Def,param,0,2,3,2,109,3,0.0820026323199272,0.0322634540498256,0.0270709488540887,0.3571265339851379,0.5397447347640991,0.0,0.4079030156135559,0.1826075613498687,0.0322634540498256,0,0,False,False,"param|NM,Def|N"
now Micros,now,0,2,5,0,119,5,0.3085125386714935,0.5563679337501526,0.422256201505661,0.0928568840026855,0.0607772655785083,0.0,0.0388436652719974,-0.017997607588768,0.5563679337501526,0,0,False,False,"now|NM,Micros|N"
dividend Discount Mother,discount,1,3,4,2,116,3,0.220631793141365,0.1341621130704879,0.1795242577791214,0.0305626895278692,0.147281602025032,0.3333333333333333,0.0600676089525222,0.0,0.1341621130704879,0,0,False,False,"dividend|NM,Discount|NM,Mother|N"
n water or ice,ice,2,4,3,1,101,3,0.1560777127742767,0.1405733823776245,0.185304969549179,0.0111944209784269,0.0265318471938371,0.75,0.0398699603974819,0.0,0.1405733823776245,0,0,False,False,"n|NM,water|NM,or|CJ,ice|N"
Hash 64 Functions With Seed,with,1,5,2,0,104,6,0.2587098479270935,0.3924344778060913,0.515742838382721,0.0287790931761264,0.0832060873508453,0.6,0.0204832032322883,0.011863162741065,0.3924344778060913,1,0,True,False,"Hash|V,64|D,Functions|NPL,With|P,Seed|N"
clip Dist Bug,clip,0,3,3,1,112,3,0.1460158079862594,0.1835684180259704,0.1773041635751724,0.1092957481741905,0.123670645058155,0.0,0.0896246060729026,0.0452070459723472,0.1835684180259704,0,0,False,False,"clip|NM,Dist|NM,Bug|N"
more data,more,0,2,3,2,101,17,0.2590310871601105,0.3895878791809082,0.3475374281406402,0.0621470920741558,0.0893357098102569,0.0,-0.0315776616334915,0.1520256698131561,0.3895878791809082,0,1,False,False,"more|NM,data|NPL"
cache file,file,2,2,5,1,101,3,0.2872684597969055,0.1361922025680542,0.0660145878791809,0.0794294998049736,0.1070886999368667,0.5,0.0731587409973144,0.0872952342033386,0.1361922025680542,0,0,False,False,"cache|NM,file|N"
for Unknown Schema,unknown,1,3,5,0,110,0,0.1752148419618606,0.1949077993631363,0.2191717028617859,0.0427827201783657,0.0423501245677471,0.3333333333333333,0.1012334302067756,0.0088558169081807,0.1949077993631363,0,0,False,False,"for|NM,Unknown|NM,Schema|N"
parent field,parent,0,2,5,1,116,3,0.1214027106761932,0.1232699677348136,0.0932029262185096,0.1454137861728668,0.0038138607051223,0.0,0.0825869813561439,0.0487232990562915,0.1232699677348136,0,0,False,False,"parent|NM,field|N"
zero plane res,res,2,3,1,1,115,1,0.1053157597780227,0.061310801655054,0.0461469776928424,0.1391733735799789,0.4194792807102203,0.6666666666666666,0.1391743123531341,0.2444662600755691,0.061310801655054,0,0,False,False,"zero|NM,plane|NM,res|NPL"
after handle,handle,2,2,3,2,101,3,0.458994448184967,0.2617412209510803,0.2828938066959381,-0.0473143123090267,0.0646313950419426,0.5,0.0550966374576091,-0.0968575477600097,0.2617412209510803,0,0,False,False,"after|V,handle|N"
to Count,to,0,2,5,0,111,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0361546128988266,0.0,1,0,False,False,"to|NM,Count|N"
no of nodes,of,1,3,3,2,102,6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0652143135666847,0.0,1,0,False,False,"no|DT,of|P,nodes|NPL"
skip im 2 col,im,1,4,5,1,109,3,0.1052389219403266,0.1247638463973999,0.0906141921877861,0.2010087519884109,0.5848464369773865,0.25,0.1549068242311477,0.0529081746935844,0.1247638463973999,0,0,True,False,"skip|NM,im|NM,2|D,col|N"
m endpoint a,m,0,3,1,1,109,3,0.1143899485468864,0.0754066482186317,0.117298424243927,0.1478965580463409,0.5780587792396545,0.0,0.1687702536582946,-0.1699012070894241,0.0754066482186317,0,0,False,True,"m|N,endpoint|NM,a|DT"
png init palette transformations,transformations,2,4,4,1,115,1,0.1677483320236206,0.0918137356638908,0.0558062270283699,0.0913358777761459,0.0296771097928285,0.75,0.0955739840865135,0.0,0.0918137356638908,0,0,False,False,"png|NM,init|NM,palette|NM,transformations|NPL"
Node Shape,shape,2,2,2,1,101,3,0.3280610144138336,0.1990276277065277,0.2116659134626388,0.0690881609916687,0.0796777307987213,0.5,0.1230568215250969,0.2321406006813049,0.1990276277065277,0,0,False,False,"Node|NM,Shape|N"
enough Memory,memory,2,2,4,0,121,3,0.1282664686441421,0.1659845113754272,0.1180367842316627,0.0983677357435226,0.0548585690557956,0.5,0.069313459098339,0.2809537649154663,0.1659845113754272,0,0,False,False,"enough|NM,Memory|N"
