TYPE,NAME,CONTEXT,LANGUAGE,FILE,LINE_NUMBER,SPLIT_IDENTIFIER,GRAMMAR_PATTERN
KToggleAction,action View Show Master Pages,ATTRIBUTE,Java,{'elasticsearch.srcml.xml_identifiers'},,action View Show Master Pages,NM N V NM NPL
AtomicInteger,active Copies,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,active Copies,NM NPL
int,actual Count,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,actual Count,NM N
boolean,add Bias To Embedding,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,add Bias To Embedding,V N P N
Guid,Added Unicode Smp,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,Added Unicode Smp,NM NM N
int,ADDRESS TYPE IPV4,ATTRIBUTE,C++,{'grpc.srcml.xml_identifiers'},,ADDRESS TYPE IPV4,NM NM N
Collection,all Stubbings,ATTRIBUTE,C,{'grpc.srcml.xml_identifiers'},,all Stubbings,DT NPL
Map,alt Label Ctxs,ATTRIBUTE,Java,{'elasticsearch.srcml.xml_identifiers'},,alt Label Ctxs,NM NM NPL
ofFloatColor,ambient,ATTRIBUTE,C#,{'grpc.srcml.xml_identifiers'},,ambient,N
int,ATOM,ATTRIBUTE,C,{'opencv.srcml.xml_identifiers'},,ATOM,N
OrderedHashSet,attribute Decls,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,attribute Decls,NM NPL
uint,average In Bucket Used Slot Count,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,average In Bucket Used Slot Count,N P NM NM NM N
boolean,b Is Playing,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,b Is Playing,PRE V V
bool,b Loop,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,b Loop,PRE N
Map beanConfigs,bean Configs,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,bean Configs,NM NPL
List,befores,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,befores,NPL
u32,Bitmap Data Size,ATTRIBUTE,Java,{'junit4.srcml.xml_identifiers'},,Bitmap Data Size,NM NM N
BMLog,bm log,ATTRIBUTE,Java,{'junit4.srcml.xml_identifiers'},,bm log,NM N
float,Bounding Radius,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,Bounding Radius,NM N
BreakpointDataPtr,breakpoint,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,breakpoint,N
ParseField,BUCKETS PATH FIELD,ATTRIBUTE,C++,{'irrlicht.srcml.xml_identifiers'},,BUCKETS PATH FIELD,NM NM N
vector,buffers,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,buffers,NPL
Logger,LOGGER,ATTRIBUTE,C,{'openFrameworks.srcml.xml_identifiers'},,LOGGER,N
long,build Timestamp,ATTRIBUTE,C++,{'grpc.srcml.xml_identifiers'},,build Timestamp,NM N
long,bytes Received,ATTRIBUTE,C++,{'grpc.srcml.xml_identifiers'},,bytes Received,NPL NM
BytecodeGenerator,caching Mock Bytecode Generator,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,caching Mock Bytecode Generator,NM NM NM N
bool,calibration Phase,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,calibration Phase,NM N
GimpCanvasItem,canvas item,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,canvas item,NM N
sharedptr,cat Risk,ATTRIBUTE,Java,{'Telegram.srcml.xml_identifiers'},,cat Risk,NM N
CertificateChainCleaner,certificate Chain Cleaner,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,certificate Chain Cleaner,NM NM N
stbttbuf,char strings,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,char strings,NM NPL
QList,chosen Overrides,ATTRIBUTE,C++,{'swift.srcml.xml_identifiers'},,chosen Overrides,NM NPL
OkHttpClient,client,ATTRIBUTE,Java,{'elasticsearch.srcml.xml_identifiers'},,client,N
int,client Number,ATTRIBUTE,C++,{'openFrameworks.srcml.xml_identifiers'},,client Number,NM N
int[],CODES,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,CODES,NPL
KoColorConversionSystem,color Conversion System,ATTRIBUTE,C++,{'blender.srcml.xml_identifiers'},,color Conversion System,NM NM N
uint,colored Count,ATTRIBUTE,C,{'swift.srcml.xml_identifiers'},,colored Count,NM N
BatchCompletionDelegate,Completion Handler I Unary Response Client Callback,ATTRIBUTE,Java,{'elasticsearch.srcml.xml_identifiers'},,Completion Handler I Unary Response Client Callback,NM N NM NM NM NM N
PixelComponentType,component Type,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,component Type,NM N
int,context Length,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,context Length,NM N
CookieJar,cookie Jar,ATTRIBUTE,Java,{'opencv.srcml.xml_identifiers'},,cookie Jar,NM N
GsrProcessCore,core,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,core,N
grpc_server_credentials* creds_,creds,ATTRIBUTE,C,{'bullet3.srcml.xml_identifiers'},,creds,NPL
GeglNode,crop node,ATTRIBUTE,Java,{'antlr4.srcml.xml_identifiers'},,crop node,NM N
String,current Filename,ATTRIBUTE,C++,{'kdevelop.srcml.xml_identifiers'},,current Filename,NM N
ISceneNode,Current Scene Node,ATTRIBUTE,C++,{'irrlicht.srcml.xml_identifiers'},,Current Scene Node,NM NM N
GimpDebugPolicy,debug policy,ATTRIBUTE,Java,{'elasticsearch.srcml.xml_identifiers'},,debug policy,NM N
Answer defaultAnswer,default Answer,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,default Answer,NM N
ParametersRunnerFactory,DEFAULT FACTORY,ATTRIBUTE,C,{'blender.srcml.xml_identifiers'},,DEFAULT FACTORY,NM N
int,DEFAULT FLAGS,ATTRIBUTE,C,{'blender.srcml.xml_identifiers'},,DEFAULT FLAGS,NM NPL
void,default instance void,ATTRIBUTE,C++,{'swift.srcml.xml_identifiers'},,default instance void,NM NM N
int,delay agnostic enabled,ATTRIBUTE,C,{'bullet3.srcml.xml_identifiers'},,delay agnostic enabled,NM N V
freenectdepthcb,depth cb,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,depth cb,NM N
bool,depth Stencil As Texture,ATTRIBUTE,C,{'openFrameworks.srcml.xml_identifiers'},,depth Stencil As Texture,NM N P N
bool,Detect Leaks,ATTRIBUTE,Java,{'antlr4.srcml.xml_identifiers'},,Detect Leaks,V NPL
InstallState,DEVELOPMENT,ATTRIBUTE,C,{'blender.srcml.xml_identifiers'},,DEVELOPMENT,N
int,dynamic Table Byte Count,ATTRIBUTE,C++,{'swift.srcml.xml_identifiers'},,dynamic Table Byte Count,NM NM NM N
gint,edit count,ATTRIBUTE,Java,{'junit4.srcml.xml_identifiers'},,edit count,NM N
GLboolean,EGLEW ANDROID frame buffer target,ATTRIBUTE,Java,{'junit4.srcml.xml_identifiers'},,EGLEW ANDROID frame buffer target,PRE PRE NM NM N
PFNCREATEPLATFORMWINDOWSURFACE,eglew Create Platform Window Surface,ATTRIBUTE,C,{'openFrameworks.srcml.xml_identifiers'},,eglew Create Platform Window Surface,PRE V NM NM N
GLboolean,EGLEW KHR stream fifo,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,EGLEW KHR stream fifo,PRE PRE NM N
VersionNumber,EMBEDDED VERSION,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,EMBEDDED VERSION,NM N
FileObserver[],EMPTY DIRECTORY,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,EMPTY DIRECTORY,NM N
freenectdeviceflags,enabled subdevices,ATTRIBUTE,Java,{'opencv.srcml.xml_identifiers'},,enabled subdevices,NM NPL
List,encoded Path Segments,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,encoded Path Segments,NM NM NPL
ArrayList,exception Channels,ATTRIBUTE,C++,{'openFrameworks.srcml.xml_identifiers'},,exception Channels,NM NPL
boolean,extract Events,ATTRIBUTE,Java,{'antlr4.srcml.xml_identifiers'},,extract Events,V NPL
int,f Context Length,ATTRIBUTE,C,{'ogre.srcml.xml_identifiers'},,f Context Length,PRE NM N
Matcher,f Matcher,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,f Matcher,PRE N
FeedAdapter,FEED ADAPTER,ATTRIBUTE,C++,{'opencv.srcml.xml_identifiers'},,FEED ADAPTER,NM N
SourceFile,File,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,File,N
RepeatedField,file Descriptor Proto,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,file Descriptor Proto,NM NM N
List,filtered Children,ATTRIBUTE,Java,{'elasticsearch.srcml.xml_identifiers'},,filtered Children,NM NPL
AlertDialog,fingerprint Dialog,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,fingerprint Dialog,NM N
int,flag,ATTRIBUTE,C,{'bullet3.srcml.xml_identifiers'},,flag,N
DayCounter,float Day Counter,ATTRIBUTE,Java,{'antlr4.srcml.xml_identifiers'},,float Day Counter,NM NM N
FootnotesPosition,footnotes Position,ATTRIBUTE,C++,{'kdevelop.srcml.xml_identifiers'},,footnotes Position,NM N
pointer,free cell,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,free cell,NM N
String,GEN SUBJ,ATTRIBUTE,C,{'blender.srcml.xml_identifiers'},,GEN SUBJ,NM N
String,GET SOURCE NAME,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,GET SOURCE NAME,NM NM N
PFNGLINDEXMASKPROC,glew Index Mask,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,glew Index Mask,PRE NM N
PFNGLRENDERMODEPROC,glew Render Mode,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,glew Render Mode,PRE NM N
PFNGLVALIDATEPROGRAMPIPELINEPROC,glew Validate Program Pipeline,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,glew Validate Program Pipeline,PRE V NM N
QList,group Boxes,ATTRIBUTE,C++,{'ogre.srcml.xml_identifiers'},,group Boxes,NM NPL
void,H Wnd,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,H Wnd,N NM
DenseSet,handled Boxes,ATTRIBUTE,Java,{'antlr4.srcml.xml_identifiers'},,handled Boxes,NM NPL
gint,height int,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,height int,NM N
QAction,history Action,ATTRIBUTE,Java,{'antlr4.srcml.xml_identifiers'},,history Action,NM N
int,ID LUMNINANCE MIN,ATTRIBUTE,C,{'openFrameworks.srcml.xml_identifiers'},,ID LUMNINANCE MIN,NM NM N
long,idle Delay,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,idle Delay,NM N
vector,im out shape,ATTRIBUTE,C,{'ogre.srcml.xml_identifiers'},,im out shape,NM NM N
stbi_uc,img buffer original,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,img buffer original,NM N NM
VerificationMode inOrderWrappedVerificationMode,in Order Wrapped Verification Mode,ATTRIBUTE,C,{'bullet3.srcml.xml_identifiers'},,in Order Wrapped Verification Mode,P N NM NM N
IndexData,index Data,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,index Data,NM NPL
String,INDEX PREFIX WITH TEMPLATE,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,INDEX PREFIX WITH TEMPLATE,NM N P N
int,index To Loc Format,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,index To Loc Format,N P NM N
InetSocketAddress,inet Socket Address,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,inet Socket Address,NM NM N
Throwable,INITIALIZATION ERROR,ATTRIBUTE,C#,{'grpc.srcml.xml_identifiers'},,INITIALIZATION ERROR,NM N
float,inner Alpha,ATTRIBUTE,Java,{'opencv.srcml.xml_identifiers'},,inner Alpha,NM N
Interval,INVALID,ATTRIBUTE,C++,{'bullet3.srcml.xml_identifiers'},,INVALID,NM
String,INVALID HOST,ATTRIBUTE,Java,{'Telegram.srcml.xml_identifiers'},,INVALID HOST,NM N
int,INVALID STATE NUMBER,ATTRIBUTE,C,{'grpc.srcml.xml_identifiers'},,INVALID STATE NUMBER,NM NM N
bool,Invert Success,ATTRIBUTE,Java,{'Telegram.srcml.xml_identifiers'},,Invert Success,V N
BitVector,Is Bridged Argument,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,Is Bridged Argument,V NM N
ScorePhraseMeasures,IS FIRST CAPITAL,ATTRIBUTE,Java,{'junit4.srcml.xml_identifiers'},,IS FIRST CAPITAL,V NM N
boolean,is First Frame,ATTRIBUTE,C++,{'kdevelop.srcml.xml_identifiers'},,is First Frame,V NM N
bool,Is Indirect Result,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,Is Indirect Result,V NM N
int,is partial,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,is partial,V N
bool,Is Return Bridged,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,Is Return Bridged,V N NM
bool,keep Aspect,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,keep Aspect,V N
Setting,KEY PASSWORD PROFILES,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,KEY PASSWORD PROFILES,NM NM NPL
Keysym,key sym,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,key sym,NM N
Pattern,label Regex,ATTRIBUTE,Java,{'junit4.srcml.xml_identifiers'},,label Regex,NM N
HashMap,language To Rules Files,ATTRIBUTE,C++,{'swift.srcml.xml_identifiers'},,language To Rules Files,N P NM NPL
Size,last Saved Step,ATTRIBUTE,C,{'gimp.srcml.xml_identifiers'},,last Saved Step,NM NM N
String,LATENCY ARG,ATTRIBUTE,Java,{'junit4.srcml.xml_identifiers'},,LATENCY ARG,NM N
GeglNode,layer mask source node,ATTRIBUTE,C++,{'swift.srcml.xml_identifiers'},,layer mask source node,NM NM NM N
c8[],Link Name,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,Link Name,NM N
vector,locations,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,locations,NPL
VcsAnnotation,m annotation,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,m annotation,PRE N
b3Scalar,m contact Motion 1,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,m contact Motion 1,PRE NM N D
int,m count Activities,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,m count Activities,PRE NM NPL
bool,m execute On Host,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,m execute On Host,PRE V P N
int,m FBO Height,ATTRIBUTE,Java,{'junit4.srcml.xml_identifiers'},,m FBO Height,PRE NM N
uint8 mFirstRenderQueue,m First Render Queue,ATTRIBUTE,C,{'blender.srcml.xml_identifiers'},,m First Render Queue,PRE NM NM N
b3OpenCLArray,m gpu Rays,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,m gpu Rays,PRE NM NPL
bool,m is indx present,ATTRIBUTE,Java,{'junit4.srcml.xml_identifiers'},,m is indx present,PRE V NM N
AtomicBoolean,m is Worker Done,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,m is Worker Done,PRE V N NM
Cursor,m last Changed Location,ATTRIBUTE,C,{'ogre.srcml.xml_identifiers'},,m last Changed Location,PRE NM NM N
float,m Line Dash Offset,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,m Line Dash Offset,PRE NM NM N
int,m num Visual Shapes Copied,ATTRIBUTE,C++,{'kdevelop.srcml.xml_identifiers'},,m num Visual Shapes Copied,PRE NM NM NM N
Mode,m paste Mode,ATTRIBUTE,Java,{'elasticsearch.srcml.xml_identifiers'},,m paste Mode,PRE NM N
char[],m post Fix,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,m post Fix,PRE NM N
boolean,m Preview Started,ATTRIBUTE,C,{'bullet3.srcml.xml_identifiers'},,m Preview Started,PRE N NM
MultiBodyTree,m reference,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,m reference,PRE N
UserDataRequestArgs,m remove User Data Response Args,ATTRIBUTE,C#,{'grpc.srcml.xml_identifiers'},,m remove User Data Response Args,PRE NM NM NM NM NPL
Resources,m Resources,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,m Resources,PRE NPL
streambuf,m sbuf,ATTRIBUTE,Java,{'Telegram.srcml.xml_identifiers'},,m sbuf,PRE N
Pass,m Shadow Receiver Pass,ATTRIBUTE,C++,{'opencv.srcml.xml_identifiers'},,m Shadow Receiver Pass,PRE NM NM N
Quaternion,m Sky Box Orientation,ATTRIBUTE,Java,{'openFrameworks.srcml.xml_identifiers'},,m Sky Box Orientation,PRE NM NM N
uint8,m Sky Plane Render Queue,ATTRIBUTE,C++,{'grpc.srcml.xml_identifiers'},,m Sky Plane Render Queue,PRE NM NM NM N
QStringList,m text Types,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,m text Types,PRE NM NPL
b3TransformChangeNotificationArgs,m transform Change Args,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,m transform Change Args,PRE NM NM NPL
ParameterPtr,m VS Out Light Position,ATTRIBUTE,C++,{'kdevelop.srcml.xml_identifiers'},,m VS Out Light Position,PRE NM NM NM N
Queue,m weaver,ATTRIBUTE,C,{'opencv.srcml.xml_identifiers'},,m weaver,PRE N
int,m window Width,ATTRIBUTE,Java,{'antlr4.srcml.xml_identifiers'},,m window Width,PRE NM N
CodeCompletionWorker,m worker,ATTRIBUTE,C++,{'swift.srcml.xml_identifiers'},,m worker,PRE N
ZoomController,m zoom Controller,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,m zoom Controller,PRE NM N
String,MANIFEST FILE PREFIX,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,MANIFEST FILE PREFIX,NM NM N
ExpectedExceptionMatcherBuilder,matcher Builder,ATTRIBUTE,Java,{'Telegram.srcml.xml_identifiers'},,matcher Builder,NM N
int,max Buffer Size,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,max Buffer Size,NM NM N
quint64,max File Open,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,max File Open,NM N NM
int,max width,ATTRIBUTE,C,{'kdevelop.srcml.xml_identifiers'},,max width,NM N
sizet,max Work Group Size,ATTRIBUTE,C,{'calligra.srcml.xml_identifiers'},,max Work Group Size,NM NM NM N
int,min Font Size,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,min Font Size,NM NM N
MockReference,mock Ref,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,mock Ref,NM N
Sezpoz,module Finder,ATTRIBUTE,C,{'Telegram.srcml.xml_identifiers'},,module Finder,NM N
int,MORE,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,MORE,DT
TsurgeonPattern,move RBT surgeon,ATTRIBUTE,Java,{'corenlp.srcml.xml_identifiers'},,move RBT surgeon,NM NM N
mutex,mtx,ATTRIBUTE,C,{'blender.srcml.xml_identifiers'},,mtx,N
bool,multiple Occurences,ATTRIBUTE,C,{'ogre.srcml.xml_identifiers'},,multiple Occurences,NM NPL
NormalDistribution,n d,ATTRIBUTE,C++,{'QuantLib.srcml.xml_identifiers'},,n d,NM N
LinearLayout,name Container,ATTRIBUTE,C,{'blender.srcml.xml_identifiers'},,name Container,NM N
bool,Nav Visible,ATTRIBUTE,C++,{'bullet3.srcml.xml_identifiers'},,Nav Visible,N NM
QList,new Strokes,ATTRIBUTE,C,{'grpc.srcml.xml_identifiers'},,new Strokes,NM NPL
float,new Y,ATTRIBUTE,Java,{'antlr4.srcml.xml_identifiers'},,new Y,NM N
int,next Giphy Search Offset,ATTRIBUTE,C++,{'opencv.srcml.xml_identifiers'},,next Giphy Search Offset,NM NM NM N
sizet,nonce length,ATTRIBUTE,Java,{'mockito.srcml.xml_identifiers'},,nonce length,NM N
u16,Num Active Tris,ATTRIBUTE,C,{'blender.srcml.xml_identifiers'},,Num Active Tris,NM NM NPL
gint,num axis events,ATTRIBUTE,Java,{'openFrameworks.srcml.xml_identifiers'},,num axis events,NM NM NPL
u32,num body parts,ATTRIBUTE,C++,{'opencv.srcml.xml_identifiers'},,num body parts,NM NM NPL
int,num cols,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,num cols,NM NPL
u32,num groups,ATTRIBUTE,C++,{'calligra.srcml.xml_identifiers'},,num groups,NM NPL
gint,num light,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,num light,NM N
int,num Outs,ATTRIBUTE,C,{'blender.srcml.xml_identifiers'},,num Outs,NM NPL
int,num Tess Face Data,ATTRIBUTE,Java,{'Telegram.srcml.xml_identifiers'},,num Tess Face Data,NM NM NM N
Size,number Elementary Vegas,ATTRIBUTE,C,{'bullet3.srcml.xml_identifiers'},,number Elementary Vegas,NM NM NPL
u16,Number Start,ATTRIBUTE,C++,{'kdevelop.srcml.xml_identifiers'},,Number Start,NM N
OdfSymbolType,odf Symbol Type,ATTRIBUTE,C,{'ogre.srcml.xml_identifiers'},,odf Symbol Type,NM NM N
OnItemLongClickListener,on Item Long Click Listener,ATTRIBUTE,Java,{'jenkins.srcml.xml_identifiers'},,on Item Long Click Listener,P NM NM NM N
Notification,ongoing Call Notification,ATTRIBUTE,Java,{'Telegram.srcml.xml_identifiers'},,ongoing Call Notification,NM NM N
int,OP CODE CONTINUATION,ATTRIBUTE,C,{'openFrameworks.srcml.xml_identifiers'},,OP CODE CONTINUATION,NM NM N
MockingDetails,original Mocking Details,ATTRIBUTE,Java,{'okhttp.srcml.xml_identifiers'},,original Mocking Details,NM NM NPL
long,other Data Len Bits,ATTRIBUTE,C++,{'irrlicht.srcml.xml_identifiers'},,other Data Len Bits,NM NM NM NPL
gdouble,other side x,ATTRIBUTE,C++,{'swift.srcml.xml_identifiers'},,other side x,NM NM N
Optional,packet sent,ATTRIBUTE,Java,{'Telegram.srcml.xml_identifiers'},,packet sent,NM N
String,PARENT,ATTRIBUTE,Java,{'openFrameworks.srcml.xml_identifiers'},,PARENT,N
List parserErrors,parser Errors,ATTRIBUTE,C,{'irrlicht.srcml.xml_identifiers'},,parser Errors,NM NPL
